User_id,Product,Count
5,shoes,7
5,shirt,7
5,jeans,4
5,pants,6
5,kurta,2
5,salwar,2
5,dress,3
5,mobile,0
5,earbuds,2
5,cars,8
5,charger,1
5,mouse,3
5,laptop,3
5,OLED,1
5,LCD,0
5,USB,2
5,engines,1
5,mileage,2
5,interior,1
5,airbags,1
5,diesel,1
5,petrol,2
5,electric,3
5,brake,1
5,classic,1
5,vintage,1
5,sports,1
5,keyboard,1
