User_id,Product,Count
3,shoes,8
3,shirt,7
3,jeans,3
3,pants,2
3,kurta,3
3,salwar,2
3,dress,3
3,mobile,4
3,earbuds,2
3,cars,14
3,charger,1
3,mouse,2
3,laptop,6
3,OLED,1
3,LCD,0
3,USB,1
3,engines,0
3,mileage,2
3,interior,2
3,airbags,1
3,diesel,1
3,petrol,1
3,electric,3
3,brake,1
3,classic,2
3,vintage,1
3,sports,1
3,keyboard,1
