User_id,Product,Count
2,shoes,3
2,shirt,5
2,jeans,2
2,pants,5
2,kurta,2
2,salwar,1
2,dress,2
2,mobile,5
2,earbuds,3
2,cars,14
2,charger,4
2,mouse,3
2,laptop,7
2,OLED,3
2,LCD,1
2,USB,2
2,engines,1
2,mileage,1
2,interior,1
2,airbags,2
2,diesel,2
2,petrol,1
2,electric,2
2,brake,1
2,classic,1
2,vintage,3
2,sports,1
2,keyboard,4
