User_id,Product,Count
6,shoes,2
6,shirt,4
6,jeans,2
6,pants,2
6,kurta,1
6,salwar,2
6,dress,2
6,mobile,1
6,earbuds,1
6,cars,8
6,charger,2
6,mouse,1
6,laptop,3
6,OLED,1
6,LCD,0
6,USB,2
6,engines,1
6,mileage,2
6,interior,1
6,airbags,1
6,diesel,2
6,petrol,1
6,electric,1
6,brake,1
6,classic,1
6,vintage,1
6,sports,2
6,keyboard,2
