User_id,Product,Count
4,shoes,4
4,shirt,5
4,jeans,2
4,pants,4
4,kurta,2
4,salwar,3
4,dress,3
4,mobile,2
4,earbuds,2
4,cars,24
4,charger,1
4,mouse,1
4,laptop,2
4,OLED,1
4,LCD,1
4,USB,2
4,engines,2
4,mileage,2
4,interior,2
4,airbags,2
4,diesel,2
4,petrol,3
4,electric,2
4,brake,3
4,classic,3
4,vintage,3
4,sports,2
4,keyboard,3
